year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2014,Southern Mississippi,2596,873,1884,201,576,649,956,440,807,1247,507,294,74,480,743
2014,Robert Morris,2593,890,2033,271,703,542,745,358,801,1159,445,255,65,409,656
2014,Davidson,2591,896,1877,273,726,526,735,295,744,1039,451,179,58,378,665
2014,Boise State,2591,890,1952,264,710,547,730,352,771,1123,406,203,71,340,653
2014,Pittsburgh,2586,895,1944,183,522,613,861,405,837,1242,563,254,107,372,619
2014,Texas Southern,2584,857,1854,217,603,653,910,368,832,1200,476,155,124,456,559
2014,Providence,2566,849,1984,218,628,650,831,414,828,1242,476,194,173,407,602
2014,NC State,2561,950,2060,160,525,501,762,398,794,1192,466,173,149,375,670
2014,Omaha,2558,885,1967,219,650,569,744,320,746,1066,493,266,87,403,595
2014,Florida State,2554,873,1873,191,502,617,855,361,831,1192,385,213,191,512,650
2014,Missouri,2553,824,1805,202,587,703,948,365,896,1261,355,176,114,444,669
2014,West Virginia,2546,866,1973,258,678,556,771,375,761,1136,432,206,99,324,683
2014,Manhattan,2540,828,1837,208,564,676,1019,393,792,1185,433,273,200,468,799
2014,LSU,2540,918,2067,231,675,473,707,416,867,1283,479,261,198,465,635
2014,California,2533,921,2014,199,576,492,717,323,870,1193,537,185,159,355,592
2014,San Diego State,2530,873,2009,186,519,598,902,456,871,1327,356,274,183,355,600
2014,North Dakota,2526,889,1951,200,611,548,797,361,679,1040,417,287,90,379,690
2014,Western Carolina,2524,868,2041,248,706,540,754,435,742,1177,415,247,165,413,759
2014,Charleston Southern,2523,859,1876,302,789,503,691,352,777,1129,424,202,88,333,565
2014,Quinnipiac,2521,835,1968,173,485,678,947,503,896,1399,404,115,147,400,623
2014,New Mexico,2516,847,1851,197,593,625,863,340,906,1246,522,162,172,360,577
2014,North Carolina Central,2513,847,1832,184,545,635,872,371,766,1137,498,262,137,390,659
2014,Mount St. Mary's,2504,843,1923,296,834,522,706,299,709,1008,389,232,99,388,616
2014,Florida Gulf Coast,2504,914,1958,200,608,476,706,330,900,1230,447,200,125,464,637
2014,Massachusetts,2502,900,1961,177,512,525,769,379,836,1215,499,226,178,446,649
2014,Saint Mary's,2502,819,1818,246,640,618,873,380,767,1147,430,203,117,408,678
2014,Boston University,2492,894,1978,282,776,422,591,304,809,1113,491,245,62,411,590
2014,USC Upstate,2492,890,1966,210,666,502,744,392,841,1233,526,227,118,413,619
2014,North Dakota State,2492,888,1760,176,484,540,719,288,756,1044,382,206,145,324,586
2014,Chattanooga,2489,832,1922,216,651,609,866,418,777,1195,391,232,168,444,634
2014,UNC Asheville,2486,836,1832,223,601,591,793,372,805,1177,402,207,191,438,612
2014,Arizona State,2486,836,1852,268,688,546,787,259,874,1133,471,167,182,378,635
2014,Niagara,2484,836,1949,166,554,646,947,375,697,1072,330,230,71,448,784
2014,Pacific,2484,842,1889,216,600,584,763,364,787,1151,423,173,61,415,767
2014,Ole Miss,2482,836,2003,258,761,552,793,411,762,1173,413,246,182,370,640
2014,Utah,2479,869,1781,204,581,537,723,286,857,1143,504,222,149,396,564
2014,Hawaii,2479,866,1829,177,528,570,789,371,708,1079,437,190,110,365,602
2014,East Carolina,2477,809,1833,289,786,570,799,332,765,1097,458,215,107,398,588
2014,Tulsa,2471,835,1899,197,603,604,894,346,837,1183,427,232,127,393,723
2014,UC Irvine,2468,909,1932,197,557,453,707,360,939,1299,546,195,224,443,643
2014,Milwaukee,2465,808,1888,245,754,604,823,325,818,1143,476,200,85,469,629
2014,Idaho,2461,833,1865,216,608,579,842,325,777,1102,384,146,58,388,700
2014,Youngstown State,2461,836,1822,249,712,540,735,287,746,1033,499,213,86,359,606
2014,Coastal Carolina,2458,861,1969,212,628,524,758,413,886,1299,362,216,96,473,668
2014,Colorado,2457,814,1871,181,569,648,903,391,891,1282,397,207,115,466,576
2014,Oakland,2455,821,1890,279,754,534,732,289,712,1001,522,229,61,368,658
2014,Virginia,2449,855,1885,206,559,533,792,366,908,1274,484,193,150,375,594
2014,Texas-Arlington,2443,815,1865,259,748,554,785,349,797,1146,390,163,120,432,633
2014,Xavier,2442,869,1850,174,500,530,770,360,819,1179,497,196,97,420,674
2014,Winthrop,2442,821,1843,272,686,528,741,309,716,1025,378,211,89,412,649
2014,Seton Hall,2442,816,1797,252,704,558,774,262,792,1054,452,226,93,418,673
2014,Valparaiso,2439,813,1738,233,624,580,790,316,856,1172,437,190,173,507,705
2014,Saint Joseph's,2433,840,1789,250,660,503,780,316,858,1174,476,151,154,421,544
2014,Arkansas State,2432,797,1795,282,737,556,766,277,776,1053,425,216,89,389,569
2014,Ohio State,2432,843,1875,200,617,546,793,331,821,1152,421,270,157,394,577
2014,Norfolk State,2428,866,1864,187,532,509,734,388,757,1145,465,207,135,455,671
2014,Stony Brook,2426,860,1900,184,518,522,725,382,841,1223,434,200,108,425,647
2014,Oregon State,2425,825,1689,177,451,598,860,291,759,1050,430,155,152,432,607
2014,Gardner-Webb,2425,848,1895,175,516,554,805,370,756,1126,498,252,104,405,607
2014,Eastern Michigan,2421,820,2004,187,605,594,876,392,856,1248,393,306,221,432,677
2014,St. Bonaventure,2421,856,1881,155,475,554,774,395,736,1131,443,230,139,422,668
2014,Wright State,2419,817,1794,220,609,565,765,244,780,1024,493,254,110,480,707
2014,Indiana State,2416,814,1809,219,629,569,787,277,802,1079,440,198,117,382,644
2014,George Washington,2415,839,1812,187,514,550,845,376,812,1188,461,235,135,428,593
2014,Cleveland State,2410,837,1786,240,594,496,659,334,759,1093,469,200,113,415,649
2014,Penn State,2409,820,1915,210,659,559,754,336,820,1156,384,154,159,361,711
2014,San Francisco,2406,834,1754,221,595,517,797,342,770,1112,465,172,83,373,627
2014,Georgia Southern,2406,840,1927,242,716,484,731,349,800,1149,327,233,56,405,588
2014,St. John's,2403,867,1948,164,470,505,722,345,825,1170,434,224,248,353,623
2014,Elon,2392,837,1789,256,683,462,639,271,772,1043,442,161,93,387,576
2014,Marshall,2385,837,1938,202,655,509,818,400,779,1179,397,211,124,426,658
2014,Washington,2384,835,1871,187,552,527,695,331,733,1064,427,172,92,365,618
2014,Tennessee Tech ,2376,822,1811,185,565,547,808,389,740,1129,408,245,153,498,729
2014,Saint Louis,2374,829,1869,190,601,526,755,317,860,1177,482,253,138,430,597
2014,Western Michigan,2373,779,1684,195,593,620,856,305,796,1101,376,194,111,465,602
2014,Northern Colorado,2364,864,1752,190,492,446,651,325,668,993,388,183,73,365,625
2014,San Diego,2362,816,1815,225,600,505,726,306,797,1103,409,202,137,415,652
2014,Eastern Washington,2362,813,1791,251,677,485,700,318,786,1104,417,147,133,373,603
2014,Prairie View A&M,2362,813,1949,223,651,513,791,390,746,1136,362,243,89,490,746
2014,Oral Roberts,2357,831,1806,157,447,538,747,340,780,1120,398,172,147,376,644
2014,UNLV,2355,834,1905,195,592,492,752,397,876,1273,437,160,213,367,520
2014,Bryant,2351,840,1788,201,603,470,669,279,754,1033,420,207,93,398,568
2014,Texas A&M-CC,2350,837,1764,148,405,528,796,356,742,1098,425,224,98,418,681
2014,UTEP,2347,797,1714,151,457,602,880,335,864,1199,458,170,138,451,618
2014,Rutgers,2347,823,1931,199,593,502,711,378,744,1122,418,190,140,417,680
2014,Colorado State,2347,770,1798,170,522,637,877,380,780,1160,405,159,103,293,591
2014,Houston,2345,833,1833,212,578,467,700,340,757,1097,486,179,182,419,603
2014,Loyola Marymount,2345,838,1916,141,479,528,693,368,671,1039,404,227,118,389,643
2014,Georgetown,2344,801,1743,180,543,562,780,314,748,1062,431,200,141,386,728
2014,Harvard,2343,787,1692,184,478,585,809,315,736,1051,449,243,155,367,566
2014,Georgia,2343,767,1740,167,478,642,941,381,832,1213,341,173,158,447,639
2014,William & Mary,2340,798,1676,281,705,463,667,238,729,967,447,177,104,331,519
2014,Santa Clara,2340,788,1853,248,678,516,704,328,708,1036,403,200,137,329,663
2014,Middle Tennessee State,2339,816,1795,178,520,529,796,378,796,1174,433,234,158,417,662
2014,Vermont,2334,785,1673,195,488,569,785,311,782,1093,424,238,140,396,615
2014,Akron,2332,813,1855,239,690,467,750,377,746,1123,387,225,142,445,606
2014,Samford,2327,849,1792,161,488,468,692,278,739,1017,450,185,99,420,694
2014,Portland,2327,810,1778,191,485,516,702,321,760,1081,472,184,128,366,620
2014,Cincinnati,2325,805,1893,196,585,519,733,437,743,1180,425,268,188,378,595
2014,South Carolina,2323,765,1853,195,516,598,847,436,710,1146,416,214,128,483,770
2014,Illinois State,2323,767,1886,244,781,545,774,319,825,1144,409,262,160,420,695
2014,Portland State,2320,802,1729,196,543,520,711,268,661,929,411,194,69,366,615
2014,North Florida,2318,789,1784,227,633,513,728,360,782,1142,401,167,126,482,601
2014,Nevada,2316,796,1835,214,634,510,700,332,743,1075,347,160,144,333,603
2014,South Dakota State,2315,769,1719,209,605,568,751,298,800,1098,421,174,102,381,561
2014,Columbia,2313,742,1662,278,717,551,711,260,795,1055,419,173,95,410,626
2014,Purdue,2312,822,1926,176,538,492,733,419,790,1209,419,179,168,393,661
2014,Indiana,2312,780,1741,176,512,576,789,371,835,1206,368,190,138,482,587
2014,Old Dominion,2311,825,1928,190,583,471,758,403,832,1235,382,225,142,474,709
2014,Syracuse,2311,819,1873,167,505,506,715,427,729,1156,402,271,171,305,545
2014,Marquette,2310,800,1800,154,480,556,806,361,775,1136,474,202,100,383,630
2014,Green Bay,2304,813,1715,150,424,528,751,332,771,1103,473,222,223,393,520
2014,Tennessee-Martin,2304,792,1870,218,636,502,692,331,616,947,426,234,82,361,654
2014,Notre Dame,2303,839,1842,228,637,397,553,322,717,1039,484,187,97,332,517
2014,Wake Forest,2300,784,1740,166,505,566,871,306,790,1096,440,181,132,410,635
2014,Mississippi Valley State,2293,808,1934,203,646,474,707,374,714,1088,357,245,59,469,718
2014,Rider,2292,743,1704,237,597,569,778,309,681,990,377,188,89,409,623
2014,Temple,2291,828,1934,201,594,434,614,369,714,1083,421,180,109,327,573
2014,Evansville,2290,775,1672,144,398,596,830,273,767,1040,485,166,124,421,623
2014,DePaul,2290,782,1848,195,580,531,776,376,688,1064,359,221,139,444,713
2014,Little Rock,2288,784,1844,164,505,556,754,346,782,1128,376,190,125,425,686
2014,Austin Peay,2287,797,1632,158,459,535,804,290,679,969,444,206,156,473,517
2014,Clemson,2287,796,1879,190,613,505,679,376,845,1221,383,168,221,401,565
2014,Florida A&M,2281,809,2010,213,637,450,688,454,768,1222,360,237,132,466,768
2014,Kansas State,2280,798,1840,198,598,486,741,386,752,1138,503,205,98,407,714
2014,Southern,2278,823,1822,188,554,444,718,365,845,1210,419,199,156,425,685
2014,Holy Cross,2277,771,1795,217,615,518,708,312,757,1069,387,207,135,397,579
2014,Lipscomb,2276,727,1683,275,778,547,800,278,681,959,416,202,57,373,661
2014,Detroit-Mercy,2275,778,1863,191,595,528,724,377,753,1130,370,235,146,407,681
2014,Maryland,2270,792,1844,226,660,460,677,365,793,1158,374,202,139,407,634
2014,UNC Greensboro,2267,808,1835,167,488,484,704,313,820,1133,380,180,75,447,679
2014,UAB,2266,800,1919,158,525,508,772,490,856,1346,392,169,128,403,542
2014,Alabama State,2265,792,1892,175,612,506,748,406,713,1119,415,217,115,398,578
2014,SIU-Edwardsville,2264,806,1715,223,590,429,645,272,646,918,435,212,94,429,626
2014,Hampton,2262,747,1781,171,534,597,909,368,765,1133,367,234,184,457,736
2014,Missouri State,2262,761,1765,230,645,510,720,284,747,1031,401,160,99,361,652
2014,Hofstra,2260,750,1788,229,685,531,806,399,754,1153,355,159,106,406,645
2014,USC,2258,801,1824,146,501,510,761,339,823,1162,404,174,141,450,627
2014,Northern Iowa,2256,762,1693,264,732,468,646,256,736,992,436,175,90,330,567
2014,Weber State,2254,732,1541,222,566,568,767,257,791,1048,407,131,123,382,558
2014,UCF,2253,803,1831,215,642,432,704,424,724,1148,389,213,137,424,555
2014,Liberty,2250,816,1781,180,502,438,622,376,773,1149,423,150,110,426,563
2014,Illinois,2248,797,1941,210,662,444,606,355,793,1148,351,215,127,365,587
2014,Central Michigan,2246,766,1767,249,777,465,655,307,618,925,371,232,36,330,560
2014,Army West Point,2244,801,1804,236,697,406,580,339,673,1012,436,187,132,401,567
2014,Albany,2239,765,1733,163,453,546,728,320,806,1126,376,184,101,429,579
2014,Long Beach State,2236,822,1904,191,613,401,607,406,740,1146,405,186,80,390,571
2014,Longwood,2235,812,1845,180,513,431,591,296,675,971,430,216,58,408,623
2014,Mississippi State,2234,785,1776,154,502,510,769,302,727,1029,401,255,88,458,570
2014,Chicago State,2232,787,1884,220,653,438,649,318,657,974,358,278,83,390,736
2014,Coppin State,2231,722,1840,235,725,552,756,343,686,1029,369,192,69,380,545
2014,Jacksonville,2231,756,1729,188,553,531,749,344,661,1005,393,220,105,411,565
2014,North Texas,2228,774,1845,157,476,523,769,340,803,1143,324,210,114,405,645
2014,Kent State,2228,766,1786,232,669,464,660,316,717,1033,362,199,109,389,670
2014,Fordham,2224,764,1942,220,719,476,649,425,685,1110,379,207,126,353,616
2014,Wagner,2217,776,1849,169,505,496,679,384,799,1183,356,194,200,396,634
2014,Cal State Bakersfield,2215,767,1750,221,567,460,669,361,713,1074,384,208,111,442,707
2014,Charlotte,2215,788,1771,186,523,453,699,356,787,1143,420,188,78,457,569
2014,Morgan State,2215,800,1869,140,536,475,776,437,736,1173,394,191,157,402,647
2014,Utah State,2215,782,1732,220,542,431,587,336,814,1150,510,110,116,353,565
2014,Abilene Christian,2214,737,1664,241,599,499,666,280,687,967,402,221,72,453,641
2014,Lafayette,2212,781,1661,231,580,419,563,247,637,884,400,162,66,388,555
2014,The Citadel,2211,764,1778,210,582,473,655,278,772,1050,442,137,95,412,630
2014,Incarnate Word,2210,770,1576,203,519,467,684,280,754,1034,424,170,113,368,478
2014,Yale,2209,721,1725,175,532,592,854,373,762,1135,379,203,138,427,637
2014,Southern Illinois,2208,781,1717,148,449,498,741,334,717,1051,330,237,70,404,632
2014,Monmouth,2208,776,1846,177,527,479,749,380,750,1130,386,222,96,462,698
2014,St. Francis (NY),2207,781,1813,195,619,450,659,367,784,1151,399,181,170,419,639
2014,Pepperdine,2206,773,1701,197,551,463,661,296,748,1044,428,148,134,380,584
2014,Wofford,2205,808,1804,196,544,393,592,331,722,1053,423,205,54,351,578
2014,High Point,2203,801,1698,187,485,414,558,276,668,944,455,184,108,374,532
2014,Duquesne,2200,751,1699,218,600,480,717,302,720,1022,457,175,83,331,539
2014,Georgia Tech,2200,796,1847,173,549,435,636,355,800,1155,434,171,140,399,585
2014,Texas A&M,2199,774,1821,197,621,454,707,302,804,1106,439,218,130,386,609
2014,Boston College,2197,716,1606,247,702,518,699,251,666,917,397,140,86,357,602
2014,Richmond,2196,750,1777,209,649,487,728,280,756,1036,349,193,142,352,636
2014,Western Kentucky,2194,732,1766,235,698,495,755,375,755,1130,361,165,78,435,608
2014,Texas Tech,2190,783,1718,140,450,484,665,359,667,1026,366,196,117,383,605
2014,UC Davis,2174,745,1701,245,687,439,631,233,618,851,372,159,70,373,606
2014,Alabama,2170,741,1669,183,548,505,737,294,707,1001,351,218,137,380,607
2014,Rhode Island,2169,754,1703,152,474,509,779,328,776,1104,385,158,166,451,650
2014,Central Arkansas,2165,787,1761,191,522,400,666,309,646,955,368,247,137,427,634
2014,Tulane,2164,694,1681,205,584,571,823,326,770,1096,314,163,97,433,630
2014,Campbell,2164,771,1747,278,795,344,508,327,687,1014,454,193,140,427,570
2014,Grand Canyon,2163,671,1549,206,588,615,831,269,755,1024,386,121,81,381,604
2014,Sacred Heart,2162,758,1836,197,603,449,655,354,679,1033,388,166,65,378,618
2014,Hartford,2162,731,1593,265,704,435,619,211,659,870,402,185,68,458,632
2014,Colgate,2158,785,1622,260,657,328,459,204,714,918,440,143,70,355,529
2014,Fairleigh Dickinson,2157,742,1766,226,636,447,621,308,637,945,339,209,122,360,658
2014,George Mason,2154,756,1719,153,435,489,690,328,723,1051,339,163,108,421,649
2014,Northern Arizona,2144,778,1715,170,485,418,586,316,693,1009,344,198,126,404,564
2014,Auburn,2144,723,1656,172,554,526,730,307,671,978,349,183,134,364,645
2014,Cal Poly,2141,754,1850,218,654,415,603,354,705,1059,394,198,93,303,621
2014,Seattle,2139,760,1798,222,657,397,609,405,723,1128,394,192,91,419,662
2014,Nebraska,2137,719,1684,188,564,511,713,260,755,1015,304,222,99,356,658
2014,UC Santa Barbara,2137,731,1574,210,546,465,657,290,729,1019,478,149,145,334,564
2014,South Alabama,2136,716,1776,241,724,463,679,358,763,1121,349,153,123,381,620
2014,Buffalo,2132,729,1631,187,558,487,684,337,703,1040,436,198,137,365,534
2014,Wyoming,2130,724,1533,189,538,493,689,159,756,915,412,155,124,346,553
2014,Florida International,2128,754,1681,152,481,468,698,336,742,1078,336,221,130,434,560
2014,IU Indy,2126,782,1784,140,450,422,569,241,721,962,333,161,98,354,516
2014,Butler,2125,755,1758,183,567,432,654,329,716,1045,345,186,88,310,523
2014,Montana,2123,703,1475,222,593,495,671,193,576,769,340,152,76,298,620
2014,Lehigh,2121,758,1756,199,555,406,574,263,757,1020,416,159,112,381,572
2014,Troy,2121,703,1688,219,645,496,750,356,713,1069,343,181,78,392,493
2014,Florida Atlantic ,2120,747,1760,210,629,416,647,367,763,1130,380,151,147,417,600
2014,Marist,2119,709,1736,201,580,500,700,310,703,1013,342,202,122,384,581
2014,Princeton,2118,704,1592,278,774,432,599,233,715,948,431,189,109,335,508
2014,Central Connecticut State,2117,781,1794,169,504,386,538,296,709,1005,391,207,146,420,557
2014,UC Riverside,2117,740,1710,138,457,499,711,302,708,1010,349,199,134,408,598
2014,Drake,2116,720,1592,239,603,437,612,242,733,975,395,171,67,370,571
2014,McNeese State,2111,729,1857,203,665,450,647,393,716,1109,369,211,117,397,554
2014,Montana State,2109,736,1661,185,522,452,636,251,668,919,325,203,50,357,561
2014,Northeastern,2109,734,1692,156,481,485,752,341,735,1076,371,173,110,418,553
2014,N.J.I.T.,2107,728,1638,216,578,435,603,266,681,947,394,187,104,378,585
2014,Loyola (IL),2105,744,1609,191,546,426,606,250,691,941,419,176,82,426,621
2014,Texas-RGV,2101,755,1827,155,555,436,660,330,689,1019,400,224,75,394,663
2014,La Salle,2100,720,1743,177,544,483,682,347,717,1064,385,173,106,361,495
2014,South Florida,2100,751,1729,97,376,501,757,334,755,1089,402,186,118,411,566
2014,Utah Valley,2097,706,1615,202,582,483,637,273,745,1018,442,156,88,349,528
2014,Presbyterian,2092,772,1724,190,538,358,529,219,714,933,372,141,96,398,494
2014,Cal State Fullerton,2092,734,1726,191,577,433,658,308,699,1007,343,145,58,370,604
2014,Maine,2091,759,1712,182,543,391,577,247,677,924,418,220,66,438,606
2014,Houston Christian,2091,737,1733,157,456,460,675,336,747,1083,385,157,67,484,661
2014,North Carolina A&T,2089,622,1626,171,564,674,964,367,755,1122,297,151,129,489,742
2014,Southeastern Louisiana,2085,714,1612,204,560,453,650,236,685,921,351,137,124,363,592
2014,UMKC,2085,729,1697,167,552,460,725,262,676,938,349,217,70,397,621
2014,South Dakota,2084,713,1613,191,539,467,622,243,709,951,381,163,113,372,522
2014,American University,2081,748,1527,207,546,378,535,219,732,951,492,198,110,464,567
2014,Long Island,2080,707,1653,218,631,448,625,315,662,977,407,125,66,371,509
2014,Illinois-Chicago,2071,714,1696,172,525,471,660,314,706,1020,346,171,55,388,672
2014,Sacramento State,2070,735,1598,183,491,417,575,267,648,915,402,158,42,337,634
2014,Texas-San Antonio,2066,654,1545,181,547,577,836,350,670,1020,316,181,55,474,618
2014,Brown,2065,735,1706,196,516,399,593,316,803,1119,388,164,138,375,569
2014,Drexel,2064,718,1707,154,491,474,669,294,733,1027,353,137,117,255,638
2014,Tennessee State,2061,707,1647,147,502,500,714,327,650,977,314,163,84,375,640
2014,Idaho State,2054,694,1547,166,453,500,701,322,645,967,342,210,78,361,525
2014,Denver,2044,711,1535,253,654,369,520,203,564,767,466,217,102,306,619
2014,Northern Kentucky,2044,704,1618,228,654,408,578,268,638,906,334,163,89,348,624
2014,Jackson State,2041,711,1707,121,413,498,688,357,711,1068,296,188,100,465,711
2014,Bradley,2036,721,1720,154,479,440,628,328,692,1020,306,226,84,380,635
2014,Appalachian State,2034,719,1730,151,500,445,697,361,673,1034,327,187,83,362,597
2014,Bethune-Cookman,2032,686,1713,218,613,442,615,348,627,975,316,199,80,408,680
2014,Fairfield,2030,697,1753,220,660,416,607,327,758,1085,360,141,117,471,734
2014,Eastern Illinois,2030,703,1598,152,476,472,660,285,633,918,359,171,144,399,575
2014,Miami (FL),2029,712,1690,186,576,419,610,329,755,1084,346,161,124,335,522
2014,Miami (OH),2023,722,1664,146,496,433,574,247,676,923,387,267,73,420,535
2014,Howard,2020,639,1690,175,519,567,835,357,692,1049,261,207,131,539,725
2014,UNC Wilmington,2018,741,1841,139,509,397,606,362,730,1092,346,191,129,367,581
2014,Kennesaw State,2016,708,1676,192,559,408,628,325,648,973,344,182,95,493,673
2014,Charleston,2016,709,1719,209,613,389,593,382,815,1197,323,149,132,409,595
2014,Jacksonville State,2014,685,1633,175,541,469,695,310,600,910,366,195,110,351,601
2014,Bowling Green,2007,743,1745,120,417,401,630,321,770,1091,387,246,177,469,563
2014,Vanderbilt,2002,689,1598,191,599,433,658,285,743,1028,404,145,138,414,540
2014,Lamar,2001,711,1628,97,315,482,648,263,652,915,361,160,86,419,554
2014,Maryland-Eastern Shore,1996,656,1637,180,558,504,699,330,599,929,339,196,62,379,584
2014,Northern Illinois,1992,645,1651,137,494,565,826,412,758,1170,271,211,107,471,642
2014,Nicholls State,1986,708,1595,178,582,392,619,274,613,887,384,168,83,352,685
2014,Alcorn State,1985,693,1658,136,449,463,708,290,650,940,286,184,116,356,577
2014,Air Force,1980,679,1561,216,653,406,588,247,691,938,419,164,94,401,563
2014,Bucknell,1977,698,1627,196,502,385,516,267,764,1031,357,138,49,321,500
2014,TCU,1973,654,1623,146,454,519,709,243,645,888,354,185,100,361,534
2014,UMBC,1968,669,1667,173,570,457,698,330,648,978,355,240,84,449,700
2014,Savannah State,1968,693,1653,157,502,425,652,326,695,1021,334,223,157,503,669
2014,Ball State,1967,651,1601,196,625,469,679,358,710,1068,375,136,70,505,615
2014,Northwestern,1964,665,1679,217,708,417,596,233,802,1035,364,142,121,361,608
2014,Saint Peter's,1961,659,1619,163,516,480,682,307,704,1011,303,199,135,371,568
2014,James Madison,1959,647,1582,151,553,514,750,299,713,1012,272,182,96,379,605
2014,Arkansas-Pine Bluff ,1957,659,1605,193,562,446,675,293,627,920,350,296,72,477,605
2014,Loyola (MD),1957,680,1642,145,452,452,678,313,592,905,336,236,126,357,584
2014,Furman,1955,680,1539,164,492,431,633,241,653,894,288,147,85,407,509
